뉴스 식별자,일자,언론사,기고자,제목,본문,URL
01100101.20170217075349001,20170217,경향신문,이재덕 기자 duk@kyunghyang.com,[오늘은 이런 경향] 2월17일 치열한 공방 끝에  ,"경향신문의 특종과 기획, 해설과 분석 등 ‘독자적인 시각’을 모아 전해드립니다. 경향(京鄕) 각지 소식과 삶에 필요한 여러 정보, 시대의 경향(傾向)도 담아냅니다. 
뉴스 브리핑 [오늘은 이런 경향] 2월17일입니다.




오늘 새벽 5시40분쯤 이재용 삼성전자 부회장이 구속됐습니다. 앞서 박영수 특별검사팀과 삼성 측은 이 부회장에 대한 법원의 영장실..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201702170753122&code=940100
01100501.20170217122006004,20170217,문화일보,박영수,홍준표 “대선준비 오래돼 서두를 것 없다”,"홍준표 “상황 지켜본 뒤 결정” 

“사법부 여론 압박은 민중주의 

핵무장으로 北과 핵균형 필요”



“탄핵 상황 속에서 여당에 몸을 담고 있으면서 대선 출사표를 이야기하는 것은 결례다.”



‘성완종 리스트’ 재판 2심에서 무죄를 선고받고 보수진영의 새 대선후보로 부상한 홍준표(사진) 경남지사는 17일 문화일보와의 인터뷰에서 출마선언 등 향후 진..",
01100101.20170217220014001,20170217,경향신문,정제혁·유정인 기자 jhjung@kyunghyang.com,"안희정, 20%대 진입 황교안 한 자릿수","ㆍ갤럽 대선주자 선호도 조사


더불어민주당 소속 안희정 충남지사(52)의 지지율이 17일 발표된 한국갤럽 여론조사에서 처음으로 20%를 돌파했다. 다크호스에서 선두 경쟁을 하는 위치까지 치고 올라온 것이다. 문재인 전 대표의 대세론과 안 지사의 맹추격전이 이어지면서 민주당 경선 구도는 양강 체제로 기울고 있다. 여권의 대안으로 부각된 황교안 대통령 권..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201702172141025&code=910402
01100201.20170220184555002,20170220,국민일보,김경택 기자,홍준표 “유럽 남미 등 좌파 몰락하는데 한국만 득세”,"홍준표(사진) 경남지사가 19일 페이스북을 통해 “유럽, 남미 등 전 세계적으로 좌파가 몰락하고 있는데 유독 한국에서만 좌파가 득세하고 있다”고 주장했다. 홍 지사는 이어 “우리의 지향점은 ‘우파’ ‘열린 민족주의’만이 살길”이라며 “박근혜정부의 실패로 우파들이 일시적으로 위축돼 있지만 곧 전열이 재정비될 것”이라고 덧붙였다. 
 
 홍 지사는 ‘성완종..",http://news.kmib.co.kr/article/view.asp?arcid=0923697917&code=11121100
01100201.20170220105044001,20170220,국민일보,정지용 기자,"김진 ""대통령은 피해자 황교안, 대선 못 나온다""","자유한국당 대선주자인 김진 전 중앙일보 논설위원은 국정농단 사태에 대해  ""대통령의 직접 책임과 도의적인 책임을 구분해야 한다""며 ""대통령도 일종의 피해자가 아니냐""고 주장했다. 
 
 
김 전 위원은 20일 BBS라디오 '전영신의 아침저널'에 나와 ""미르나 K스포츠 재단도 대통령은 순수한 의도를 갖고 만들었는데 최순실이나 여러 사람들이 이를 이용해 이..",http://news.kmib.co.kr/article/view.asp?arcid=0011277793&code=61111111&cp=kd
01100501.20170220121006006,20170220,문화일보,김윤희,‘보수 구원투수’로 나선 홍준표,"검찰 상고 여부 개의치 않고 

당원권 정지됐지만 大選행보 

與내부서 ‘당원권 회복’ 거론



홍준표(사진) 경남지사가 검찰 상고 여부와 관계없이 사실상 대선 행보에 나섰다. 마땅한 대권 주자가 없는 자유한국당도 홍 지사를 반기문 전 유엔 사무총장, 황교안 대통령 권한대행 국무총리에 이은 ‘구원투수’로 거론하기 시작했다. 홍 지사가 갈 곳 없는 보수..",
01100501.20170220121006003,20170220,문화일보,김동하,3자 대결땐 안희정이 문재인보다 경쟁력 앞서,"■ KSOI - 국민일보 조사 

文, 후보 되면 3자대결 49.4% 

安, 후보 되면 3자대결 51.4% 



■ 리얼미터 - MBN 조사 

文 32.5% 安 20.4% 격차 줄어 



진보는 文, 중도 보수 安 선택 

보수후보 뜨면 安지지 줄 수도



20일 리얼미터 여론조사에서 문재인 전 더불어민주당 대표의 지지율이 주춤한 사이 안희정 ..",
01100101.20170220153257001,20170220,경향신문,김정훈 기자 jhkim@kyunghyang.com,홍준표 “확신 섰을 때 대선출마”,"홍준표 “누명 벗은 것만으로 만족 확신이 섰을 때 대선출마”

홍준표 경남지사가 20일 ‘성완종 리스트’ 2심 무죄 선고와 대선 출마에 “누명 벗은 것만으로 만족하고 확신이 섰을 때 출마할 것”이라고 밝혔다.

홍 지사는 이날 기자간담회를 열고 이같이 말했다. 홍 지사는 “나는 정상적으로 대법원에서 무죄를 생각했는데 최순실 사태가 많은 걸 도와줬다”며 ..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201702201532001&code=910100
01100101.20170221092207001,20170221,경향신문,박홍두 기자 phd@kyunghyang.com,"홍준표 “대통령에게 소명 기회 충분히 안주고 빨리 결론내려는 헌재, 참으로 어이없어”","홍준표 경남도지사가 21일 박근혜 대통령 탄핵심판을 진행 중인 헌법재판소 재판관들에 대해 “대통령에게 충분한 소명 기회도 안주고 빨리 결론을 내려는 모습은 참으로 어이없다”고 비판하고 나섰다.

홍 지사는 이날 자신의 사회관계망서비스(SNS) 글을 통해 “탄핵은 단심제로 비상계엄하의 군사재판과 동일한 형사재판보다 더 엄격한 절차다. 피소된 대통령에게 충..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201702210920001&code=940301
01101001.20170221095824002,20170221,한겨레,김태규,"주호영 “홍준표, 바른정당 오면 대환영”","바른정당이 불법 정치자금 수수 혐의로 재판에 넘겨졌다가 최근 항소심에서 무죄 선고를 받은 홍준표 경남지사에게 러브콜을 보냈다. 

 주호영 바른정당 원내대표는 21일 BBS ‘전영신의 아침저널’ 인터뷰에서 “홍 지사가 패권주의를 배격하는 면이라든가 이런 데서는 저희 정당과도 일치하고 노선이 매우 가깝고 또 친박패권주의를 배격하기 때문에 저희들과 하겠다고..",http://www.hani.co.kr/arti/politics/polibar/783486.html
01100501.20170221121005001,20170221,문화일보,신선종,홍준표 “탄핵재판을 재판관 임기에 맞추기 어이없어”,"“민중주의에 흔들리는 것”



홍준표 경남지사는 21일 “나라의 운명이 걸린 탄핵재판을 헌법재판소 심판관(재판관) 임기에 맞추려는 모습은 참으로 어이없는 일”이라고 말했다. 헌재가 박근혜 대통령 대리인단의 최종 변론 기일 연기 요구 등을 사실상 거부한 것에 대한 비판으로 보인다.



홍 지사는 이날 자신의 페이스북에 “국가의 명운이 달린 사건을 심리..",
01100501.20170221121005004,20170221,문화일보,이정우,“탄핵 반대” 외치며 조기大選 준비 자유한국당의 딜레마,"태극기 집회 참석 용인하면서 

어제 大選준비단 첫 회의 열어 

경선 일정 ‘플랜 A B C’ 마련 

탄핵 바란다고 비쳐질까 우려 

결정 전까진 비공개 논의키로 



안상수, 인천 송도서 출마선언



자유한국당이 헌법재판소의 박근혜 대통령 탄핵 관련 결정을 앞두고 탄핵 반대와 조기 대선 준비라는 딜레마에 빠졌다. 한국당은 ‘탄핵 반대’를 내걸며..",
01101001.20170221181815001,20170221,한겨레,박찬수,[아침햇발] 홍준표와 윤승모 / 박찬수,"박찬수 논설위원

 윤승모씨를 처음 만난 건 2000년 무렵, 김대중 정부에서 청와대를 출입하던 시절이었다. 윤씨는 <동아일보> 기자로, 나보다 몇 개월 늦게 청와대 출입을 시작했다. 김대중 대통령이 이른바 조 중 동을 상대로 ‘족벌언론과의 싸움’을 막 시작할 무렵이었다. 그 살벌한 전쟁의 최일선에 윤씨는 서 있었다. 청와대 비서관들은 <한겨레> 기자인..",http://www.hani.co.kr/arti/opinion/column/783611.html
01101001.20170221205846001,20170221,한겨레,석진환,"홍준표, 황교안 대체재?","범보수 세력의 시선이 홍준표 경남지사에게 향하고 있다. ‘성완종 리스트’ 사건의 항소심 무죄 판결로 정치적 ‘족쇄’가 풀린 홍 지사가 대선주자로 나서서 보수 재결집의 촉매제 역할을 할 수 있을 것이란 기대감 때문이다.

 보수 진영의 자유한국당과 바른정당은 21일 홍 지사에게 ‘러브콜’을 보내며 장외 신경전을 벌였다. 주호영 바른정당 원내대표는 <불교방..",http://www.hani.co.kr/arti/politics/assembly/783635.html
01100101.20170221223000002,20170221,경향신문,권기정 기자 kwon@kyunghyang.com,‘쪼그라드는’ 김해신공항 부산 경남 뿔났다,"ㆍ대구통합공항보다 작게 건설 알려지자 시민들 반발 
ㆍ홍준표 지사 “활주로 3.8㎞ 이상 안되면 무산시켜야”

정부의 영남권 신공항 건설사업이 지난해 6월 김해공항 확장으로 결론났으나 부산과 경남지역 민심은 여전히 부글부글 끓고 있다. 김해신공항은 기존 김해공항을 리모델링하는 수준이고 최근에는 대구통합공항 건설이 김해신공항보다 규모가 더 큰 것으로 알려..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201702212224015&code=620102
01100201.20170222182455001,20170222,국민일보,창원=이영재 기자,"경남, 서민자녀 장학기금 200억 출연","채무제로 도정을 실현한 경남도가 든든한 재정을 바탕으로 대학생 위주의 장학사업을 초 중 고교생으로 확대 시행하는 등 서민자녀 장학금 대폭 확충에 나섰다. 
 
 경남도는 21일 (재)경상남도장학회에 서민자녀 장학기금 200억원을 출연, 서민자녀 장학사업과 지역인재 육성사업을 더욱 확대해 추진할 계획이라고 21일 밝혔다. 
 
 도는 올해 1차 추가경정예..",http://news.kmib.co.kr/article/view.asp?arcid=0923699344&code=11131422
01100501.20170222143005005,20170222,문화일보,박영수,홍준표 잇단 ‘강연 정치’ 大選 몸풀기?,"오늘 부산 상공인 대상 강의 

23,24일 대구 울산 ‘릴레이’



홍준표(사진) 경남지사가 부산 대구 울산을 순회하는 ‘강연정치’에 나서는 등 대선 행보에 시동을 걸고 있다. 



홍 지사는 22일 오후 부산롯데호텔에서 기업인과 시민 등 400여 명을 대상으로 ‘천하대란, 어떻게 풀 것인가’를 주제로 강연한다. 23일과 24일에는 대구시청과 울산..",
01100101.20170222175450001,20170222,경향신문,허남설 기자 nsheo@kyunghyang.com,"홍준표 ""박 대통령 무능하지만 탄핵 사안 아냐"" 헌재는 강력 비판","이른바 ‘성완종리스트’ 사건으로 최근 2심 재판에서 무죄 판결을 받은 홍준표 경남지사(63)가 22일 박근혜 대통령 탄핵 심판에 대해 “무능한 대통령이나 위헌 위법으로 탄핵할 만한 사안은 아니다”라고 밝혔다.

홍 지사는 이날 부산 롯데호텔에서 열린 특강 ‘천하대란, 어떻게 풀 것인가’에 앞서 한 기자간담회에서 박 대통령 탄핵소추안 인용 여부 예측을 묻..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201702221753001&code=910100
01100101.20170222180512001,20170222,경향신문,,[경향이 찍은 오늘] 2월22일 ‘모욕’과 ‘기피’ 사이,"경향신문 사진기자들이 ‘오늘’ 한국의 사건사고 이슈 현장을 포착한 보도사진 [경향이 찍은 오늘] 2월22일입니다.



■“애국심 없는 세력과 맞서겠다”

더불어민주당 문재인 전 대표가 22일 오전 백범김구기념관에서 열린 ‘더불어 국방안보포럼’에 참석해 군대시절 동료들에게 군번이 새겨진 인식표를 선물 받으며 기뻐하고 있습니다. 문 전 대표는 이 자리에서..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201702221803001&code=940100
01100201.20170222200355001,20170222,국민일보,라동철,"보수 ‘신병기’ 홍준표 경남지사, 몸값 올리기 광폭행보 특강정치 등 동분서주","“국수주의가 판치는 세계사의 흐름에 우리의 지향점은 ‘우파열린민족주의’라고 생각한다.” 
 
 홍준표(사진) 경남도지사가 최근 자신의 SNS에 올린 글이다. 
 
 지난 16일 뇌물수수 항소심 공판에서 무죄를 선고 받은 후 보수진영의 다크호스로 급부상한 홍 지사의 몸값이 뛰면서 최근 보수정당인 자유한국당과 바른정당에서 서로 ‘우리사람’이라며 모시기 경쟁..",http://news.kmib.co.kr/article/view.asp?arcid=0011284621&code=61111111&cp=kd
01100201.20170223210655001,20170223,국민일보,부산=글·사진 이영재 기자,"보수 ‘신병기’ 홍준표, 몸값 올리기 광폭행보","“국수주의가 판치는 세계사의 흐름에 우리의 지향점은 ‘우파열린민족주의’라고 생각한다.” 
 
 홍준표 경남도지사가 최근 자신의 SNS에 올린 글이다. 
 
 지난 16일 뇌물수수 항소심 공판에서 무죄를 선고 받은 후 보수진영의 다크호스로 급부상한 홍 지사의 몸값이 뛰면서 최근 보수정당인 자유한국당과 바른정당에서 서로 ‘우리사람’이라며 모시기 경쟁이 한창..",http://news.kmib.co.kr/article/view.asp?arcid=0923700114&code=11131422
01100201.20170223050256001,20170223,국민일보,하윤해 기자,"[단독] 김태호, 한국당 후보로 대선 출마할 듯","김태호(사진) 전 경남지사가 자유한국당 후보로 대선에 출마하는 방안을 고심 중인 것으로 알려졌다. 최근 ‘성완종 리스트’ 관련 항소심에서 무죄를 선고받은 홍준표 경남지사와 김 전 지사가 한국당 경선에서 맞붙을 경우 ‘PK(부산 경남) 혈투’가 예상된다. 
 
 한국당 한 중진 의원은 22일 “일부 초 재선 의원들이 김 전 지사에게 대선 출마를 강력히 권..",http://news.kmib.co.kr/article/view.asp?arcid=0923700261&code=11121100
